addr,date_time,name,num2_bed,num_scan,pid,region_big,region_small,tel,type
낙동대로 786 애진빌딩 6층,2024-04-03 00:00:00,부산신경외과의원,0,4,688,부산,사상구,051-715-3301,의원
"표선면 표선중앙로 86, 2층",2024-02-08 00:00:00,해비치의원,0,7,689,제주,서귀포시,064-787-6780,의원
"세실로 43, 301호",2024-04-03 00:00:00,신세기이비인후과의원,0,1,690,부산,해운대구,051-704-0370,의원
서암대로 187,2024-04-03 00:00:00,에이치메디컬의원,22,5,691,광주,북구,062-510-2003,의원
대정읍 하모상가로 49,2024-02-19 00:00:00,서울삼성재활의학과의원,0,7,692,제주,서귀포시,064-792-8887,의원
"하늘중앙로 193, 조양타워 6,7층",2024-04-03 00:00:00,하늘정형외과의원,0,7,693,인천,중구,032-747-1321,의원
 해월로 178(반월동),2026-02-06 00:00:00,김현장외과의원,0,2,694,충남,논산시,041-734-5544,의원
월배로 219,2025-04-14 00:00:00,수연합내과의원,0,3,695,대구,달서구,053-642-7575,의원
"덕양구 백양로 51, 네이버타운 301호",2025-12-01 00:00:00,이움내과의원,0,3,696,경기,고양시,031-979-0875,의원
신기로 28(신기동),2026-01-15 00:00:00,베데스다복음병원,201,10,697,경남,양산시,055-781-9708,종합병원
학정로 419,2024-04-22 00:00:00,새강북연합정형외과의원,29,3,698,대구,북구,053-324-7575,의원
남구 대이로 109,2024-04-22 00:00:00,제일좋은내과의원,0,13,699,경북,포항시,054-254-1212,의원
공영로 73,2025-04-03 00:00:00,이사랑치과의원,0,9,700,전남,광양시,061-792-9275,의원
"동송읍 금학로 215, 2층",2024-05-02 00:00:00,동송제일정형외과의원,0,1,701,강원,철원군,033-458-1188,의원
"홍천읍 홍천로 316, 4~5층",2024-05-02 00:00:00,윤성일정형외과의원,0,1,702,강원,홍천군,033-439-9999,의원
"강서로 179, 6~10층",2024-05-02 00:00:00,서울원병원,68,7,703,서울,강서구,1544-5888,병원
구덕로 90 서라벌빌딩 5층,2025-05-23 00:00:00,BS삼성안과의원,3,1,704,부산,중구,051-808-7688,의원
"덕계로 61 태광프라자 2,3층",2024-06-04 00:00:00,더바른내과의원,0,1,705,경남,양산시,055-785-5888,의원
"일산서구 일현로 97-11, 1층",2024-10-10 00:00:00,일산미래내과의원,0,3,706,경기,고양시,1544-7517,의원
해운대로 469번가길 77,2025-10-14 00:00:00,부산노인전문제3병원,251,5,707,부산,해운대구,051-780-5557,요양병원
행안면 염소로 25,2024-07-08 00:00:00,부안효요양병원,175,8,708,전북,부안군,063-580-7337,요양병원
고창읍 보릿골로 115,2024-07-08 00:00:00,플란트유치과의원,0,5,709,전북,고창군,063-923-9877,의원
관문로4 율곡스퀘어프런티어2 4층,2024-07-10 00:00:00,진주역전이비인후과의원,0,7,710,경남,진주시,055-759-3535,의원
진주대로 888 아이비타워 5층,2024-07-10 00:00:00,밝은삼성안과의원,0,1,711,경남,진주시,055-795-1700,의원
삼향읍 남악로 250번길 59-30,2024-07-17 00:00:00,시그니티요양병원,330,6,712,전남,무안군,061-288-5504,요양병원
유엔평화로 4 갤러리메디타워 5-6층,2024-07-17 00:00:00,센텀카이스트재활의학과의원,0,6,713,부산,남구,051-711-7512,의원
동삼로 56 한나타워 2층,2024-07-17 00:00:00,오션이비인후과의원,0,1,714,부산,영동구,051-405-1004,의원
"낙동대로 786, 애진빌딩 502호",2024-07-17 00:00:00,맑은유비뇨기과의원,0,2,715,부산,사상구,051-324-2481,의원
만덕대로 24(덕천동),2025-06-18 00:00:00,서울아산이비인후과의원,0,4,716,부산,북구,051-711-3323,의원
구미대로 409,2025-12-01 00:00:00,마디와신경외과의원,0,4,717,경북,구미시,054-457-1800,의원
청도읍 청화로 154,2024-07-17 00:00:00,속튼튼의원,0,4,718,경북,청도군,054-371-0075,의원
동북로 244,2025-10-14 00:00:00,브이웰마취통증의학과의원,5,9,719,대구,북구,053-956-4886,의원
"하늘달빛로 94, 스타타워 301~3호",2024-07-18 00:00:00,장튼튼내과의원,0,2,720,인천,중구,032-752-2388,의원
"조천읍 함덕 13길 1 2,3층",2025-08-29 00:00:00,서울아산정형외과의원,0,3,721,제주,제주시,064-782-8275,의원
일주동로 8614 2층,2025-10-14 00:00:00,연합치과의원,0,11,722,제주,서귀포시,064-762-2275,의원
덕계로 22,2025-01-07 00:00:00,이진정형외과의원,0,9,723,경남,양산시,055-364-5511,의원
중앙대로 233,2024-10-10 00:00:00,한빛내과의원,0,8,724,부산,동구,051-966-7800,의원
"중앙대로 2101, 2층",2024-10-10 00:00:00,위드유이비인과의원,0,4,725,부산,금정구,051-583-7300,의원
남후면 남일로 1463,2024-09-03 00:00:00,경북도립안동노인전문요양병원,363,9,726,경북,안동시,054-851-6110,요양병원
예천읍 시장로 108,2024-08-05 00:00:00,서울삼성내과의원,0,4,727,경북,예천군,054-652-3410,의원
점촌로 23,2025-11-06 00:00:00,삼성안과의원,0,1,728,경북,문경시,054-554-1119,의원
아양로 81,2025-10-14 00:00:00,라임비뇨기과의원,0,2,729,대구,동구,053-955-7600,의원
하양읍 서사도리 9로 27,2025-10-13 00:00:00,새하양정형외과의원,0,8,730,경북,경산시,053-851-7585,의원
울진읍 울진중앙로 120,2024-08-05 00:00:00,민치과의원,0,1,731,경북,울진군,054-783-0050,의원
"독배로 409번길 11, 효명프라자 304~5호",2025-10-14 00:00:00,눈애안과의원,1,1,732,인천,연수구,032-716-6647,의원
"용담로 153, 대동월드스포츠센터 203호",2025-10-14 00:00:00,연수리더스내과의원,0,8,733,인천,연수구,032-719-9988,의원
석정로 7-1,2024-08-12 00:00:00,우안과의원,0,1,734,경남,밀양시,055-355-2112,의원
원서로 10,2024-08-12 00:00:00,보람가정의학과의원,0,8,735,경남,함안군,055-586-0501,의원
고척로21나길 88-41,2024-08-27 00:00:00,미소들노인전문병원,405,6,736,서울,구로구,02-3666-1114,요양병원
"테헤란로 146, 현익빌딩 5층",2024-08-20 00:00:00,화이팅정형외과의원,10,2,737,서울,강남구,02-2088-2075,의원
"새말로 89, 태영빌딩 202호",2024-08-20 00:00:00,신도림하나이비인후과의원,3,1,738,서울,구로구,02-859-5011,의원
"늘을2로 14번길 5, 샤르망메디칼프라자 401호",2024-10-10 00:00:00,다모아치과의원,0,1,739,경기,남양주시,031-593-2879,의원
"지산로 64, 1~5층",2024-10-10 00:00:00,건강드림내과의원,16,6,740,경기,평택시,031-666-8275,의원
"경강로 2079, 2~5층",2024-08-20 00:00:00,우리들내과의원,0,4,741,강원,강릉시,033-610-1500,의원
"한섬로 111-7, 3층",2024-08-20 00:00:00,누가이비인후과의원,3,1,742,강원,동해시,033-535-3600,의원
비파로 106,2024-08-12 00:00:00,서울안과의원,0,1,743,전남,목포시,061-283-3075,의원
하당로 153번길 14,2024-08-12 00:00:00,동서재활의학과의원,19,6,744,전남,목포시,061-280-8113,의원
내바람길 42,2024-08-12 00:00:00,하나로플란트치과의원,0,1,745,전남,함평군,061-894-7528,의원
무안읍 무안중앙로 11,2024-08-12 00:00:00,한국신경외과의원,0,3,746,전남,무안군,061-876-7582,의원
옥당로 155,2024-08-12 00:00:00,복음내과의원,0,9,747,전남,영광군,061-351-0124,의원
좌수영로 25,2024-08-12 00:00:00,밝은여수안과,0,1,748,전남,여수시,061-665-1090,의원
센텀남대로 50,2025-10-14 00:00:00,센텀소중한눈안과의원,0,1,749,부산,해운대구,051-920-7788,의원
반송로 325(명장동),2025-10-14 00:00:00,윤재웅신경외과의원,0,15,750,부산,동래구,051-710-3256,의원
명륜로 103번길 19,2025-10-14 00:00:00,청춘안과의원,0,1,751,부산,동래구,051-558-1070,의원
황등면 황등서로 4,2024-08-21 00:00:00,이기훈내과의원,0,1,752,전북,익산시,063-852-3321,의원
동서로 259,2024-08-12 00:00:00,양춘호치과의원,0,1,753,전북,김제시,063-542-4567,의원
일광읍 해빛6로 85-16,2024-08-12 00:00:00,바르다마취통증의학과의원,0,6,754,부산,기장군,051-724-6768,의원
원대로 33,2025-10-14 00:00:00,경대믿음정형외과의원,15,7,755,대구,서구,053-525-7582,의원
달구벌대로 1525,2025-10-14 00:00:00,비앤비뇨의학과의원,2,2,756,대구,달서구,053-552-2525,의원
구지면 과학마을로 42,2025-10-14 00:00:00,구지척앤본신경외과의원,0,4,757,대구,달성군,053-615-6666,의원
왜관읍 중앙로 159,2024-09-02 00:00:00,우리삼성안과의원,0,1,758,경북,칠곡군,054-975-7582,의원
수성로 353,2025-10-14 00:00:00,9988정형외과의원,0,7,759,대구,수성구,053-784-9988,의원
마륵복개로 91,2024-08-19 00:00:00,상무탑정형외과의원,0,5,760,광주,서구,062-384-8875,의원
화순읍 칠충로 141-7,2024-08-19 00:00:00,화순튼튼마취통증의학과의원,0,4,761,전남,화순군,061-372-7522,의원
남부순환로 5,2024-08-19 00:00:00,서울탑마취통증의학과의원,0,4,762,전남,해남군,061-537-0999,의원
완도읍 개포로 130번길 17,2025-12-30 00:00:00,임태진내과의원,0,7,763,전남,완도군,061-555-2005,의원
화순읍 덕음로 999,2024-08-19 00:00:00,전남제일요양병원,246,7,764,전남,화순군,061-900-1166,요양병원
삼례읍 삼봉중앙로 9,2024-08-26 00:00:00,삼봉이치과의원,0,1,765,전북,완주군,063-263-8275,의원
임실읍 봉황로 203,2024-08-26 00:00:00,다사랑의원,0,4,766,전북,임실군,063-644-2400,의원
중앙로 78,2024-08-26 00:00:00,권오연치과의원,0,1,767,경북,영주시,054-636-0248,의원
원효로 51번길 12,2024-08-26 00:00:00,나득영심혈내과의원,0,5,768,경북,경주시,054-772-9007,의원
거제중앙로 25길 4 유신빌딩 3층,2024-08-26 00:00:00,정안과의원,0,1,769,경남,거제시,055-636-7345,의원
"송현로 1, 송현프라자 401호",2025-10-14 00:00:00,동인천내과의원,0,4,770,인천,동구,032-765-5676,의원
대소면 오태로 175,2024-08-29 00:00:00,서울연합의원,29,4,771,충북,음성군,043-883-2700,의원
계룡로 491번길 8,2025-02-21 00:00:00,대전참사랑요양병원,132,5,772,대전,서구,070-4292-6554,요양병원
도산로 286,2024-09-04 00:00:00,백세성모정형외과의원,29,5,773,대전,서구,042-716-0119,의원
동대전로 59-1,2024-09-04 00:00:00,나상연정형외과의원,29,5,774,대전,서구,042-628-3600,의원
금산읍 인삼로 65,2024-09-04 00:00:00,하나치과의원,0,8,775,충남,금산군,041-751-7522,의원
부여읍 성왕로 196,2024-09-04 00:00:00,부여이비인후과의원,0,3,776,충남,부여군,041-408-7500,의원
영동읍 중앙로 43,2024-09-04 00:00:00,서울더편한치과의원,0,8,777,충북,영동군,043-742-2080,의원
월배로 474,2025-07-22 00:00:00,곽앤신이비인후과의원,2,7,778,대구,남구,053-638-7582,의원
좌수영로 319,2024-08-30 00:00:00,동인요양병원,264,4,779,전남,여수시,061-640-8105,요양병원
구례읍 봉동길 7,2024-08-30 00:00:00,구례서울의원,0,10,780,전남,구례군,061-783-7575,의원
"삼산로 266, 5층",2024-09-09 00:00:00,전용진정형외과의원,0,4,781,울산,남구,052-260-0504,의원
"원미구 길주로 243, 302호 제일프라자",2025-10-14 00:00:00,명비뇨기과의원,0,2,782,경기,부천시,032-327-1351,의원
"오리로 374, 3층 인선빌딩",2025-10-14 00:00:00,오이비인후과의원,0,3,783,경기,광명시,02-899-1119,의원
"디지털로 25, 3~5층 창덕빌딩",2025-10-14 00:00:00,로하스광명요양병원,217,12,784,경기,광명시,02-2619-0075,요양병원
"퇴계로 188, 3층",2024-09-05 00:00:00,안정효내과의원,0,1,785,강원,춘천시,033-262-9889,의원
"후석로 355, 2층",2024-09-05 00:00:00,하나큐치과의원,0,1,786,강원,춘천시,033-256-1928,의원
동면 세실로 252,2024-09-05 00:00:00,춘천시노인전문병원,163,4,787,강원,춘천시,033-240-7500,요양병원
봉화로 31,2024-09-05 00:00:00,탑정형외과의원,16,1,788,강원,원주시,1599-7501,의원
"영통구 봉영로 1623, 3층",2024-09-05 00:00:00,연세내과의원,0,1,789,경기,수원시,031-203-1245,의원
"만안구 병목안로 2, 3층",2024-09-05 00:00:00,안양더샘찬정형외과의원,0,3,790,경기,안양시,031-465-1358,의원
"산본로 323번길 16-6, 5층",2024-09-05 00:00:00,서울탑재활의학과의원,0,3,791,경기,군포시,031-393-1000,의원
송탄로 410,2024-09-05 00:00:00,하나의원,0,3,792,경기,평택시,031-663-9798,의원
"경의로 1092, 401호",2024-09-05 00:00:00,센트럴제일안과,0,1,793,경기,파주시,031-978-8275,의원
"망우로 203, 201호",2024-09-05 00:00:00,권이비인후과의원,0,1,794,서울,중랑구,02-438-0660,의원
"양화로 61, 두암빌딩 1~2층",2024-09-05 00:00:00,랩이비인후과의원,3,2,795,서울,마포구,02-6015-5075,의원
"수색로 56, 4층",2024-09-05 00:00:00,연세장안과의원,10,3,796,서울,서대문구,02-372-5677,의원
"화곡로 152, 2층",2024-09-05 00:00:00,연세든든내과의원,6,2,797,서울,강서구,02-6347-8880,의원
"동호로 102, 3층",2024-09-05 00:00:00,베스트서울이비인후과의원,0,1,798,서울,성동구,02-2138-2675,의원
"백제고분로 466, 2층",2024-09-05 00:00:00,열린성모이비인후과의원,0,1,799,서울,송파구,02-6413-1004,의원
공항대로 630,2025-02-26 00:00:00,서울선정형외과의원,6,5,800,서울,양천구,02-2038-2530,의원
"경인로 841, 4~5층",2024-09-05 00:00:00,영등포열린의원,0,1,801,서울,영등포구,02-2676-0832,의원
"통일로 742, 4~5층",2024-09-05 00:00:00,연세큰숲내과의원,0,1,802,서울,은평구,02-2038-8270,의원
"강서로 254, 401호",2024-09-05 00:00:00,강서이편한치과의원,0,1,803,서울,강서구,02-2694-2804,의원
성산구 원이대로 595 고운메디컬 3층,2024-10-21 00:00:00,제니트비뇨기과의원,0,1,804,경남,창원시,055-285-2727,의원
팔마로 48,2024-09-23 00:00:00,샘연합의원,0,14,805,전남,순천시,061-744-7707,의원
문수로 84,2025-04-29 00:00:00,심병수신경외과의원,0,3,806,전남,여수시,061-655-1700,의원
서북구 충무로 178,2024-10-10 00:00:00,삼성비뇨기과의원,1,2,807,충남,천안시,041-578-0875,의원
조치원로 7,2025-10-14 00:00:00,이병진치과의원,0,2,808,세종,조치원읍,044-862-2812,의원
한누리대로 273,2025-10-14 00:00:00,세종연합비뇨기과의원,3,2,809,세종,세종시,044-867-2800,의원
단양읍 삼봉로 53,2025-09-15 00:00:00,단양군보건의료원,30,8,810,충북,단양군,043-420-7700,병원
"용정공원로 83번길 59, 2층",2025-10-14 00:00:00,인천메트로정형외과의원,0,4,811,인천,미추홀구,032-891-8875,의원
백서로 134-1,2025-10-13 00:00:00,김평남내과의원,0,10,812,광주,광주시,062-233-7575,의원
월계로 223-8,2025-10-13 00:00:00,첨단메디케어의원,20,8,813,광주,광주시,062-720-9700,의원
"완산구 쑥고개로 377, 2층",2025-12-17 00:00:00,대한결핵협회 전북특별자치도지부 복십자의원,0,1,814,전북,전주시,063-714-3104,의원
삼례읍 삼봉1로 2,2024-10-07 00:00:00,새봄가정의학과의원,0,7,815,전북,완주군,063-262-1033,의원
구성로 380,2024-10-07 00:00:00,영주기독병원,70,5,816,경북,영주시,054-635-6161,병원
"도봉로 52, 4~5층",2024-10-10 00:00:00,서울신세계안과의원(강북),2,1,817,서울,강북구,02-1599-7397,의원
마들로13길 61,2024-10-10 00:00:00,창동으뜸정형외과의원,0,5,818,서울,도봉구,02-6077-8880,의원
"분당구 성남대로 912, 4층",2024-10-10 00:00:00,분당안과의원,6,4,819,경기,성남시,031-703-6464,의원
"신림로 318, 6층",2024-10-10 00:00:00,주인종내과의원,0,4,820,서울,관악구,02-883-3379,의원
"은천로 110, 2층",2024-10-10 00:00:00,서전성모안과의원,1,1,821,서울,관악구,02-875-7572,의원
"강남대로 415, 4층",2024-10-10 00:00:00,강남레옹치과의원,0,1,822,서울,서초구,02-535-2119,의원
"반포대로27길 13, 2층",2024-10-10 00:00:00,서초성모이비인후과의원,0,2,823,서울,서초구,02-581-0075,의원
"종로 123, 3층",2024-10-10 00:00:00,종로아산본정형외과의원,0,5,824,서울,종로구,02-745-7575,의원
분당구 양현로94번길 17,2025-12-11 00:00:00,분당센트럴요양병원,170,4,825,경기,성남시,031-706-9090,요양병원
"신우실로 61, 4층",2024-10-10 00:00:00,감일성모내과의원,0,3,826,경기,하남시,02-6215-7575,의원
"광주대로 31, 8층",2024-10-10 00:00:00,광주시원한비뇨의학과의원,1,1,827,경기,광주시,031-8027-9275,의원
"도산대로 237, 5층 (신사동)",2025-12-04 00:00:00,안심서울마취통증의학과의원,0,1,828,서울,강남구,02-766-3087,의원
남구 중흥로 88,2024-10-28 00:00:00,시원한신경과의원,0,8,829,경북,포항시,054-285-8500,의원
"차성로 288번길 30, 2층",2024-10-29 00:00:00,기장뉴욕치과의원,0,1,830,부산,기장군,051-723-7285,의원
반송로 5,2025-10-14 00:00:00,박윤하비뇨기과의원,0,2,831,부산,연제구,051-867-5335,의원
수영로 675,2025-10-14 00:00:00,수영청담비뇨의학과의원,0,1,832,부산,수영구,051-754-8111,의원
"장제로 871, 2층",2024-10-31 00:00:00,벗이비인후과의원,0,3,833,인천,계양구,032-710-7531,의원
"논고개로 114, 에이스타워 301~2호",2024-10-31 00:00:00,메가비뇨의학과의원,0,2,834,인천,인천시,032-426-8600,의원
"부평대로 9, 문화오피스텔 4층",2024-10-31 00:00:00,부평내과의원,0,2,835,인천,인천시,032-522-7563,의원
대덕대로 1610,2024-11-04 00:00:00,제일신경외과의원,2,7,836,대전,대덕구,042-934-8118,의원
서문대로 675,2024-11-11 00:00:00,더윈이비인후과의원,0,9,837,광주,남구,062-676-0111,의원
고흥읍 터미널길 33,2024-11-11 00:00:00,손치과의원,0,1,838,전남,고흥군,061-833-2875,의원
"상봉로 134, 3층",2024-11-11 00:00:00,새플란트치과의원,2,1,839,서울,중랑구,02-433-2080,의원
상록구 용신로 364,2024-11-11 00:00:00,우리안신경외과의원,0,1,840,경기,안산시,031-484-7777,의원
"봉담읍 상리2길 55, 5층",2024-11-11 00:00:00,봉담센트럴내과의원,6,3,841,경기,화성시,031-307-1000,의원
화도읍 마석중앙로 78,2024-11-11 00:00:00,안종훈내과의원,0,3,842,경기,남양주시,031-593-7390,의원
"분당구 성남대로331번길 7, 4층",2025-01-08 00:00:00,리앤홍이비인후과,1,1,843,경기,성남시,031-714-1077,의원
"초월읍 경충대로 1087, 2~3층",2024-11-13 00:00:00,서울더센트럴치과,0,1,844,경기,광주시,031-763-2080,의원
"영창로 202, 가동 5층",2024-11-11 00:00:00,연세든든내과,0,3,845,경기,이천시,031-694-0775,의원
봉담읍 삼천병마로 1316,2024-11-11 00:00:00,삼성정형외과의원,0,6,846,경기,화성시,031-298-2115,의원
"염곡로 464번길 15, 4층",2024-11-15 00:00:00,우리베스트내과의원,0,6,847,인천,서구,032-715-6308,의원
"김포대로 847, 4층",2025-02-12 00:00:00,김포삼성굿비뇨기과의원,3,1,848,경기,김포시,031-8049-7675,의원
소사구 경인로 110번길 18,2024-11-15 00:00:00,부천메디홀스의원,0,3,849,경기,부천시,032-656-4114,의원
대신로 120,2024-11-19 00:00:00,한빛요양병원,289,6,850,경남,진주시,070-4121-1479,요양병원
"중앙로 240, 2층",2024-11-12 00:00:00,통영예일안과의원,0,1,851,경남,통영시,055-644-5419,의원
"중앙로 90, 2층",2024-11-12 00:00:00,최진화비뇨기과의원,0,4,852,경남,통영시,055-646-7177,의원
동부로 22길 2,2025-10-14 00:00:00,센트럴안과의원,0,1,853,대구,동구,053-782-0055,의원
완산구 난전들로 266,2025-03-27 00:00:00,삼성가정의학과의원,0,10,854,전북,전주시,063-285-6002,의원
안덕면 화순로 112,2025-10-14 00:00:00,안덕의원,0,1,855,제주,서귀포시,064-794-0906,의원
의림대로 222,2024-11-25 00:00:00,제천밝은안과의원,0,1,856,충북,제천시,043-643-4200,의원
"상당구 중고개로 180-5, 3층",2024-11-25 00:00:00,서울아산비뇨의학과의원,1,2,857,충북,청주시,043-286-8253,의원
"계동로 102번길 31, 1.2층",2025-02-05 00:00:00,콩앤팥내과의원,0,5,858,경남,김해시,055-313-0808,의원
중앙로 122-1 (하망동) 1층 맑은이비인후과,2025-02-05 00:00:00,맑은이비인후과의원,0,3,859,경북,영주시,054-631-3457,의원
"마산회원구 3.15대로 686 9층,10층",2024-12-23 00:00:00,화이트e치과,0,7,860,경남,창원시,055-255-2000,의원
마산회원구 내서읍 삼계4길 34 3층,2024-12-23 00:00:00,새삼성내과의원,0,9,861,경남,창원시,055-231-5502,의원
"센트럴로 232 (송도동, 더샵센트럴파크1) E동 2층",2025-02-05 00:00:00,삼성드림이비인후과의원,2,5,862,인천,연수구,032-224-0365,의원
영광읍 신남로 260,2024-12-27 00:00:00,김판수이비인후과의원,0,1,863,전남,영광군,061-353-9331,의원
나주로 185,2024-12-27 00:00:00,한용재활의학과의원,0,8,864,전남,나주시,061-335-7575,의원
"고산자로 253, 2층",2025-03-27 00:00:00,박플란트치과의원,0,1,865,서울,성동구,02-2296-8228,의원
동해대로 4084,2025-03-27 00:00:00,속초정요양병원,129,3,866,강원,속초시,033-637-0757,요양병원
"중앙로 105, 2~3층",2025-03-27 00:00:00,홍앤권이비인후과의원,5,1,867,강원,원주시,033-735-7707,의원
"춘천로 68, 3~4층",2025-03-27 00:00:00,강남내과의원,0,1,868,강원,춘천시,033-242-8885,의원
"마장면 오천로 49, 4층",2025-03-27 00:00:00,서울삼성내과의원,0,2,869,경기,이천시,031-8011-3875,의원
"후곡로 3, 2~3층",2025-03-27 00:00:00,연세송내과,0,1,870,경기,파주시,031-8035-6119,의원
"지행로 60, 6층",2025-03-27 00:00:00,김이비인후과,0,3,871,경기,동두천시,031-867-7575,의원
"고읍남로 18, 3~7층",2025-03-27 00:00:00,아산재건정형외과,19,3,872,경기,양주시,1899-7584,의원
"동일로 1005, 5~6층",2025-03-27 00:00:00,태릉정원내과의원,0,5,873,서울,노원구,02-979-0333,의원
"화랑로 91, 2~3층",2025-03-27 00:00:00,월곡순정형외과의원,16,1,874,서울,성북구,02-909-6002,의원
장한로 152,2025-03-27 00:00:00,햇살요양병원,208,6,875,서울,동대문구,02-2244-5533,요양병원
"흑석로 110, 1~2층",2025-03-27 00:00:00,흑석메트로정형외과의원,0,3,876,서울,동작구,02-825-7582,의원
구좌읍 구좌로 40 2층,2025-01-15 00:00:00,세화정형외과의원,0,5,877,제주,제주시,064-782-2473,의원
중앙로 61 (이도일동) 2층 센트럴치과의원,2025-01-15 00:00:00,센트럴치과의원,0,9,878,제주,제주시,064-757-5244,의원
청량읍 삼정로 90,2025-03-27 00:00:00,하나가정의학과의원,0,9,879,울산,울주군,052-225-7582,의원
"삼산로 266, 2,3층",2025-01-21 00:00:00,굿모닝빛안과의원,4,1,880,울산,남구,052-707-2500,의원
"경원대로 1366, 9호",2025-10-14 00:00:00,글로벌비전안과의원,0,1,881,인천,부평구,032-263-2020,의원
평화로 1479번길 45,2025-10-14 00:00:00,경기웰니스요양병원,299,6,882,경기,양주시,031-828-8500,요양병원
"일산동구 정발산로 38, 208호",2025-01-23 00:00:00,정발산튼튼척의원,0,4,883,경기,고양시,031-902-4758,의원
완산구 용머리로 77,2025-01-23 00:00:00,효사랑가족요양병원,806,7,884,전북,전주시,063-711-1111,요양병원
당진중앙2로 113,2025-01-24 00:00:00,당진효자정형외과의원,0,1,885,충남,당진시,041-430-8279,의원
강구면 동해대로 4465,2025-02-05 00:00:00,신세계의원,0,5,886,경북,영덕군,054-733-1075,의원
"증평읍 중앙로 218, 5층",2025-02-07 00:00:00,연세이비인후과의원,0,3,887,충북,증평군,043-836-8333,의원
내이2길 28,2025-02-12 00:00:00,김내과의원,0,2,888,경남,밀양시,055-353-5354,의원
"한강대로 69, 3층",2025-02-25 00:00:00,맨스톤비뇨의학과의원,0,3,889,서울,용산구,02-6949-5225,의원
"충무로 3, 2층",2025-02-25 00:00:00,충무로정형외과의원,0,3,890,서울,중구,02-2272-8885,의원
조종면 현창로 39,2025-10-13 00:00:00,김외과의원,0,7,891,경기,가평군,031-585-2200,의원
올림픽로 684,2025-04-03 00:00:00,서울현대요양병원,299,5,892,서울,강동구,02-484-7588,요양병원
"금호산길 63, 4~5층",2025-04-03 00:00:00,금호바른정형외과의원,0,1,893,서울,성동구,02-2135-7277,의원
"왕십리로 333, 2층",2025-04-03 00:00:00,서울으뜸내과의원,0,5,894,서울,성동구,02-2297-7077,의원
"지제동삭2로 181-26, 4~5층",2025-10-13 00:00:00,클리어안과의원,8,1,895,경기,평택시,031-647-6247,의원
"상록구 용신로 390, 5층",2025-10-13 00:00:00,상록탑정형외과의원,0,4,896,경기,안산시,031-8032-9030,의원
남원로 631,2025-05-30 00:00:00,연세요양병원,166,4,897,강원,원주시,033-765-5001,요양병원
"경춘로 2348, b1, 1층",2025-05-30 00:00:00,조도연정형외과의원,0,1,898,강원,춘천시,033-252-2800,의원
옥천읍 삼금로 5,2025-06-27 00:00:00,옥천김안과의원,0,1,899,충북,옥천군,043-731-7562,의원
무주읍 한풍루로 351,2025-06-27 00:00:00,무주안과의원,0,1,900,전북,무주군,063-322-6556,의원
서낭당길 16,2025-06-27 00:00:00,김제속편한내과의원,0,5,901,전북,김제시,063-545-3769,의원
진천읍 중앙동7길 1,2025-07-09 00:00:00,서울치과의원,0,11,902,충북,진천군,043-532-1230,의원
"만덕대로5, (덕천동)",2025-07-15 00:00:00,수정안과의원,43,2,903,부산,북구,051-331-7576,의원
희망로 159,2025-07-22 00:00:00,경북연합외과의원,0,4,904,대구,수성구,053-962-6991,의원
월배로 470,2025-07-22 00:00:00,베스트안과의원,0,1,905,대구,남구,053-622-0300,의원
동수4길 62,2025-08-01 00:00:00,유앤탑플란트치과의원,0,1,906,경북,상주시,054-532-3801,의원
"거창읍 거창대로 55, 성은빌딩 1~5층",2025-08-14 00:00:00,성은효요양병원,122,12,907,경남,거창군,055-945-2228,요양병원
거창읍 중앙로 157,2025-07-22 00:00:00,영대가정의학과의원,0,7,908,경남,거창군,055-945-0055,의원
거제면 거제남서로 3554,2025-07-22 00:00:00,굿뉴스요양병원,75,9,909,경남,거제시,055-634-0675,요양병원
"해운대로 369, 9층(우동, 해운대센텀메디칼센터)",2025-07-22 00:00:00,센텀오딧세이치과의원,0,9,910,부산,해운대구,051-743-2080,의원
"창녕읍 교리1길 4, 1층",2025-07-22 00:00:00,수비뇨기과의원,0,2,911,경남,창녕군,055-533-5599,의원
"서전로5, (부전동)",2025-07-22 00:00:00,이루미치과의원,1,9,912,부산,진구,051-816-8980,의원
원화로 293,2025-08-04 00:00:00,경주성모안과의원,5,8,913,경북,경주시,0507-1478-9932,의원
유니버시아드로 365,2025-10-14 00:00:00,대구광역시시지노인전문병원,244,5,914,대구,수성구,053-819-1212,요양병원
광양읍 덕산4길 35-4,2025-08-04 00:00:00,수요양병원,297,5,915,전남,광양시,061-914-1001,요양병원
소호로 658,2025-08-04 00:00:00,문치과의원,0,1,916,전남,여수시,061-681-2080,의원
곡성읍 중앙로 102,2025-08-04 00:00:00,보배치과의원,0,1,917,전남,곡성군,061-362-6011,의원
인월면 인월북2길 19,2025-08-04 00:00:00,서울가정의학과의원,0,6,918,전북,남원시,061-636-9919,의원
"통일로 855-8, 7층",2025-08-12 00:00:00,서울바른훈치과의원,0,4,919,서울,은평구,02-352-2828,의원
"마린시티3로 1, 320호(우동, 선프라자)",2025-09-30 00:00:00,(의)열린의료재단해운대열린의원,0,1,920,부산,해운대구,051-731-0626,의원
"부곡로 120-1(부곡동, 명성빌딩4층)",2025-09-30 00:00:00,씨에프정훈비뇨기과의원,0,2,921,부산,금정구,051-513-7576,의원
예산로 200,2025-08-28 00:00:00,삼성튼튼마취통증의학과의원,0,4,922,충남,예산군,041-331-1100,의원
