addr1,addr2,date_time,fax,latitude,longitude,name,pid,region_big,region_small,tel,type,use_yn,zipcd
전남 목포시,영산로 620-1,2022-12-01 00:00:00,061-989-9090,34.8208,126.4221,부부요양병원,467,시,전남,061-989-9003,요양병원,Y,58655
전북 진안군,진안읍 중앙로88,2022-12-01 00:00:00,063-433-5905,35.7927,127.427,김홍기가정의학과의원,468,군,전북,063-433-2341,의원,Y,55429
경남 하동군, 진교면 진교중앙길 13,2022-12-01 00:00:00,055-884-0601,35.0291,127.9035,청해의원,469,군,경남,055-882-8540,의원,Y,52344
충북 청주시,서원구 사직대로 88,2022-12-01 00:00:00,043-267-1529,36.6348,127.4571,김안과의원,470,시,충북,043-268-4131,의원,Y,28642
충남 천안시,서북구 충무로 175 금정빌딩 4층,2022-12-01 00:00:00,041-575-7534,36.795,127.1264,쌍용우리이비인후과의원,471,시,충남,041-575-7533,의원,Y,31174
세종시,해밀3로 51 허브빌딩 3층,2022-12-01 00:00:00,044-715-7589,36.529,127.265,허브연합내과의원,472,시,세종,044-715-7588,의원,Y,30092
전남 영암군,영암읍 오리정길 8,2022-12-01 00:00:00,061-473-9180,34.7944,126.7009,영암한국병원,473,군,전남,061-470-7114,병원,Y,58421
경북 김천시,신음새동네길 1,2022-12-12 00:00:00,054-431-8276,36.134708,128.117860,김천참좋은마취통증의학과의원,474,시,경북,054-431-8275,의원,Y,39544
경남 거창군, 거창읍 거열로 116,2022-12-01 00:00:00,055-945-9979,35.6886,127.9065,거창수이비인후과의원,475,군,경남,055-945-9978,의원,Y,50132
경남 함안군,경남 함안군 산인면 학산2길 17-50,2022-12-01 00:00:00,055-583-7576,35.2743,128.4318,(의)학산의료재단아라한국병원,476,군,경남,055-736-4008,병원,Y,52072
인천시 서구,청마로 163 당하메디칼 2층,2022-12-01 00:00:00,032-565-0772,37.592,126.6767,조성원내과의원,477,구,인천,032-565-0771,의원,Y,22677
대구시 북구,학정로 415,2022-12-19 00:00:00,053-321-3334,35.9419,128.563,김정수이비인후과의원,478,구,대구,053-327-3338,의원,Y,41423
대구시 동구,안심로 366,2023-01-01 00:00:00,053-965-6634,35.8678,128.7244,속안심내과연합의원,479,구,대구,053-965-6633,의원,Y,41087
대구시 서구,달서로 201,2022-12-19 00:00:00,053-562-8300,35.8804,128.5712,이성원피부비뇨기과의원,480,구,대구,053-562-8300,의원,Y,41744
대구시 남구,대명로 304,2023-01-01 00:00:00,053-622-4953,35.8447,128.5894,원형마취통증의학과의원,481,구,대구,053-622-4955,의원,Y,42449
대구시 달서구,월배로 175,2023-01-01 00:00:00,053-642-2103,35.8178,128.5328,완쾌신경과의원,482,구,대구,070-4365-7155,의원,Y,42781
대구시 수성구,범안로 60,2023-01-01 00:00:00,053-783-2558,35.8179,128.6444,다올연합의원,483,구,대구,053-782-2558,의원,Y,42242
경북 청도군,청도읍 청화로 179,2023-01-01 00:00:00,054-373-1021,35.6428,128.7447,청도탑연합비뇨의학과의원,484,군,경북,054-373-1020,의원,Y,38338
대구시 달성군,테크노상업로 20,2023-01-01 00:00:00,053-611-8701,35.6913,128.4535,현풍경대비뇨기과의원,485,군,대구,053-611-8700,의원,Y,43017
경북 칠곡군,왜관읍 군청2길 10,2023-01-01 00:00:00,054-973-2569,35.9963,128.4015,왜관병원,486,군,경북,054-971-1004,병원,Y,39888
경북 포항시,북구 삼흥로 18,2023-01-01 00:00:00,054-252-2228,36.0639,129.3803,경대연합내과의원,487,시,경북,054-254-8282,의원,Y,37611
광주시 광산구,임방울대로 348,2023-01-01 00:00:00,062-959-8573,35.1912,126.8245,수완탑정형외과의원,488,구,광주,062-959-8575,의원,Y,62247
전남 순천시,이수로 321,2023-01-01 00:00:00,061-724-1219,34.9542,127.519,황인용신경과의원,489,시,전남,061-724-5577,의원,Y,57949
전북 전주시,완산구 거마평로 146,2023-01-01 00:00:00,063-236-7974,35.8058,127.117,장하림의원,490,시,전북,063-236-7975,의원,Y,55081
대전시 유성구,유성대로 772,2023-01-01 00:00:00,042-822-7521,36.361,127.3363,한샘내과의원,491,구,대전,042-822-7598,의원,Y,34171
대전시 유성구,도안대로 567번길 26,2023-01-01 00:00:00,042-365-0104,36.3518,127.3387,브레인요양병원,492,구,대전,042-365-0101,요양병원,Y,34179
대전시 동구,곤룡로 6,2023-01-01 00:00:00,042-273-7032,36.2801,127.4686,마디신경외과의원,493,구,대전,042-271-7008,의원,Y,34703
대전시 중구,목중로 50 중촌제일프라자 3층,2023-01-01 00:00:00,042-721-2796,36.3379,127.4096,햇살이비인후과의원,494,구,대전,042-721-2795,의원,Y,34812
대전시 서구,청사로 128,2023-01-01 00:00:00,042-337-0006,36.3597,127.378,바른생각병원,495,구,대전,042-337-0001,병원,Y,35220
경남 창원시,진해구 충장로 130 3층,2023-01-01 00:00:00,055-551-2234,35.1519,128.6663,진해프라임비뇨기과의원,496,시,경남,055-547-8100,의원,Y,51680
부산시 진구,부전로77 누네메디타워 7-13층,2023-01-01 00:00:00,051-810-5629,35.157,129.0566,누네빛안과의원,497,구,부산,051-810-5678,의원,Y,47285
부산시 연제구," 중앙대로 1091 제세빌딩 3, 7층",2023-01-01 00:00:00,051-714-0837,35.1856,129.0807,(의)열린의료재단연산열린의원,498,구,부산,051-714-0835,의원,Y,47540
부산시 수영구,수영로 465 남천프라자 3층,2023-01-01 00:00:00,050-4434-8103,35.1476,129.1101,바른이김대식치과의원,499,구,부산,051-715-5075,의원,Y,48265
부산시 진구,중앙대로 669,2023-01-01 00:00:00,051-711-8875,35.1526,129.0589,굿모닝이비인후과의원,500,구,부산,051-987-7575,의원,Y,47289
부산시 남구,진남로 4 3층,2023-01-01 00:00:00,051-792-6363,35.1356,129.092,늘편한내과의원,501,구,부산,051-621-0119,의원,Y,48445
부산시 북구,만덕대로 22 드림메디컬빌딩 7층,2023-01-01 00:00:00,051-335-2582,35.2126,129.0154,덕천요편한비뇨기과의원,502,구,부산,051-365-2582,의원,Y,46576
부산시 수영구,수영로 511-1,2023-01-01 00:00:00,051-759-3524,35.1518,129.1113,조이비인후과의원,503,구,부산,051-758-3593,의원,Y,48264
울산시 울주군,삼남읍 하방로 39,2023-01-01 00:00:00,055-780-1011,35.5066,129.0904,이손요양병원,504,군,울산,055-780-3011,요양병원,Y,44955
인천시 연수구,"하모니로 178번길 22, GTX센트럴B동 501,502호",2023-01-01 00:00:00,032-832-5776,37.3836,126.6407,연세추의원,505,구,인천,032-832-5775,의원,Y,22011
경기도 수원시,"팔달구 매산로 11, 3층",2023-01-01 00:00:00,031-548-1214,37.26744114,127.0027168,오케이365정형외과의원,506,시,경기,031-548-1213,의원,Y,16455
서울시 강서구,"방화동로 92, 3층",2023-01-01 00:00:00,02-6237-7580,37.5688,126.8129,삼성우리이비인후과의원,507,구,서울,02-6737-7582,의원,Y,07607
경기도 성남시,"분당구 분당로53번길 22, 4층",2023-01-01 00:00:00,031-781-1364,37.3844,127.1229,(의)열린의료재단 분당열린의원,508,시,경기,031-708-9393,의원,Y,13591
경기도 군포시,"금산로112, 2층",2023-01-01 00:00:00,031-392-6582,37.372,126.9363,나래비뇨기과의원,509,시,경기,031-392-7582,의원,Y,15806
경기도 용인시,"수지구  신봉1로 73, 3층",2023-01-01 00:00:00,031-272-6697,37.323,127.0767,수지엘내과의원,510,시,경기,031-272-6699,의원,Y,16810
경기도 하남시,"신장로 152, 2층,5층",2023-01-01 00:00:00,031-791-8728,37.5397,127.2021,서울본정형외과의원,511,시,경기,031-791-8825,의원,Y,12969
경기도 화성시,"꽃내음1길 19-6, 5층",2023-01-01 00:00:00,070-4827-1391,,,에스1 내과의원,512,시,경기,031-8078-8078,의원,Y,18244
서울시 성북구,"오패산로 99, 2~6층",2023-01-01 00:00:00,070-4324-9111,37.6109,127.0351,에스메디센터내과외과의원,513,구,서울,02-6925-0700,의원,Y,02737
대구시 달서구,한실로 99,2023-01-25 00:00:00,053-632-2805,35.8072,128.5377,김종원치과의원,514,구,대구,053-632-2804,의원,Y,42833
대구시 달서구,월배로 247,2023-01-25 00:00:00,053-282-5001,35.8203,128.5404,상인요양병원,515,구,대구,053-282-5000,요양병원,Y,42748
대구시 중구,남산로 61,2023-01-25 00:00:00,053-256-7551,35.8623,128.5821,이튼연합치과의원남산점,516,구,대구,053-254-8328,의원,Y,41975
강원도 횡성군,횡성읍 한우로306,2023-01-01 00:00:00,033-343-3635,37.4874,127.9866,이재형봄빛내과,517,군,강원,033-343-3636,의원,Y,25230
경북 경산시, 대학로 10길 1,2023-02-01 00:00:00,053-217-0099,35.8337,128.728,정평경대연합신경외과의원,518,시,경북,053-217-8899,의원,Y,38657
경북 영천시,완산로 68,2023-02-01 00:00:00,070-4009-7006,35.9665,128.9393,영천이플란트치과의원,519,시,경북,054-706-8275,의원,Y,38894
충남 홍성군,은하면 구성남로 381,2023-02-01 00:00:00,041-642-2004,36.5526,126.569,장수요양병원,520,군,충남,041-642-0001,요양병원,Y,32209
서울시 광진구,"자양로 287, 3층",2023-02-01 00:00:00,02-453-1921,37.5515,127.0918,아이코이비인후과의원,521,구,서울,02-453-1920,의원,Y,04954
서울시 성동구,"독서당로 302, 3층",2023-02-01 00:00:00,02-2294-8276,37.5476,127.0227,가온삼성비뇨의학과의원,522,구,서울,02-2294-8275,의원,Y,04737
서울시 강북구,"솔샘로 203, 3층",2023-02-01 00:00:00,02-2135-9411,37.6203,127.0152,내일맑음재활의학과의원,523,구,서울,02-2088-4922,의원,Y,01187
서울시 송파구,"송파대로 385, 1층",2023-02-01 00:00:00,02-423-7655,37.5016,127.1097,송파본내과의원,524,구,서울,02-423-6655,의원,Y,05697
서울시 도봉구,노해로 65길 17-13,2023-02-01 00:00:00,02-904-5011,37.6519,127.0455,창동제일의원,525,구,서울,02-900-5011,의원,Y,01405
서울시 중랑구,"사가정로 398, JS빌딩 2층",2023-02-01 00:00:00,02-432-6066,37.5803,127.0888,삼성속편한내과의원,526,구,서울,02-432-5002,의원,Y,02249
강원도 영월군,영월읍 중앙1로 15,2023-02-01 00:00:00,033-375-2700,37.1824,128.4656,삼성수의원,527,군,강원,033-375-2000,의원,Y,26235
 서울시 서초구,"서초대로77길 3, 3층",2023-02-01 00:00:00,02-556-8585,37.4965,127.0287,밝음나눔안과의원,528,구,서울,02-556-8800,의원,Y,06232
강원도 강릉시,옥가로 70,2023-02-01 00:00:00,033-643-8812,37.7623,128.9008,강릉연세요양병원,529,시,강원,033-645-1400,요양병원,Y,25552
서울시 성북구,안암로 99,2023-02-01 00:00:00,02-925-4992,37.5848,127.0311,우신향병원,530,구,서울,02-927-3333,병원,Y,02856
경기도 안산시, 단원구 선부광장로 103,2023-02-01 00:00:00,031-401-5155,37.334,126.8077,한도병원,531,시,경기,031-8040-1114,종합병원,Y,15367
경남 양산시,물금읍 청운로 185,2023-02-01 00:00:00,055-382-7588,35.3173,129.0028,센텀플러스신경외과의원,532,시,경남,055-381-7588,의원,Y,50613
전북 고창군,고창읍 중앙로 206,2023-03-01 00:00:00,063-562-7571,35.43498179,126.6980024,우리들마취통증의학과의원,533,군,전북,063-562-7570,의원,Y,56432
전북 익산시,익산대로 198,2023-03-01 00:00:00,063-562-7571,35.9436,126.9488,오강렬내과의원,534,시,전북,063-858-9119,의원,Y,54593
전북 순창군,순창읍 순창9길 12-14,2023-03-01 00:00:00,063-653-8276,35.376,127.1422,이상희재활의학과의원,535,군,전북,063-653-8274,의원,Y,56040
대전시 서구,대덕대로 246 넥서스벨리 B동 2층,2023-03-01 00:00:00,042-710-2876,36.3533,127.38,더봄구강악안면외과치과의원,536,구,대전,042-710-2875,의원,Y,35233
경기도 양평군,양평읍 시민로36,2023-03-01 00:00:00,031-773-6806,37.4901,127.4957,동서신경외과의원,537,군,경기,031-773-6806,의원,Y,12561
서울시 동작구,"상도로 247, 3층",2023-03-01 00:00:00,,37.5052,126.9462,가장편한내과의원,538,구,서울,02-824-0011,의원,Y,06921
경기도 파주시," 중앙로 308, 금촌타워 상가아파트 304~306호",2023-03-01 00:00:00,031-941-3596,37.7634,126.7757,금촌비뇨기과의원,539,시,경기,031-941-3588,의원,Y,10930
경기도 동두천시,"지행로 59, 401호",2023-03-01 00:00:00,,37.8927,127.0538,조은비뇨기과의원,540,시,경기,031-864-1711,의원,Y,11346
서울시 관악구,"남부순환로1603, 5층",2023-03-01 00:00:00,02-872-7575,37.4845,126.9288,메가비뇨의학과의원,541,구,서울,02-871-7575,의원,Y,08759
서울시 서초구,"방배로 83, 방배센트럴빌딩 6층",2023-03-01 00:00:00,02-522-7555,37.4819,126.997,방배연내과의원,542,구,서울,02-522-9792,의원,Y,06686
서울시 구로구,"경인로 204, 501호, 601호",2023-03-01 00:00:00,02-2683-8276,37.4959,126.8439,구로삼성정형외과의원,543,구,서울,02-2683-8275,의원,Y,08271
서울시 성북구,화랑로 87,2023-04-01 00:00:00,02-943-2737,37.6027,127.0418,미치과의원,544,구,서울,02-912-2828,의원,Y,02751
부산시 사하구,낙동대로 453,2023-04-01 00:00:00,,35.1052,128.969,박영수비뇨기과의원,545,구,부산,051-291-5732,의원,Y,49408
부산시 기장군,"정관읍 정관로 563, 301호",2023-04-01 00:00:00,051-723-7601,35.3219,129.1757,더본정형외과의원,546,구,부산,051-723-7600,의원,Y,46015
부산시 서구,대영로 46,2023-04-01 00:00:00,051-248-9911,35.1094,129.0167,정원정형외과의원,547,구,부산,051-248-0119,의원,Y,49235
울산시 중구,번영로 485 4층,2023-04-01 00:00:00,052-286-5301,35.5641,129.3366,하이울산신경과의원,548,구,울산,052-286-5300,의원,Y,44509
울산시 북구,"호계로 292, 3층",2023-04-01 00:00:00,052-281-7583,35.6292,129.3514,울산숲정신건강의학과의원,549,구,울산,052-281-7582,의원,Y,44227
서울시 양천구,"중앙로 262, 402~3호",2023-04-01 00:00:00,02-2062-7511,37.5199,126.8635,시원한비뇨기과의원,550,구,서울,02-2062-7510,의원,Y,08082
서울시 은평구,통일로 710,2023-04-01 00:00:00,02-358-1333,37.6093,126.9312,정승기정형외과의원,551,구,서울,02-358-2458,의원,Y,03368
서울시 동대문구,천호대로 307,2023-04-01 00:00:00,02-2245-0854,37.5659,127.0547,동인내과의원,552,구,서울,02-2245-0875,의원,Y,02604
경남 김해시,"구산로19, 2층",2023-05-01 00:00:00,055-902-3301,35.249,128.8709,현대정형외과의원,553,시,경남,055-902-3300,의원,Y,50905
경북 청도군,화양읍 청화로 79-7,2023-04-01 00:00:00,054-370-5550,35.6486172,128.7368285,청도대남병원,554,군,경북,054-373-0606,병원,Y,38329
전남 장성군,장성읍 영천로 200-1,2023-06-01 00:00:00,061-393-3404,35.3023,126.785,장성기독의원,555,군,전남,061-393-3403,의원,Y,57219
전남 영광군,영광읍 신남로 265,2023-07-01 00:00:00,061-350-3100,35.275,126.5109,의료법인거명의료재단 영광기독병원,556,군,전남,061-350-3115,종합병원,Y,57044
대전시 서구,"대덕대로176번길 9, 6~7층(둔산동)",2023-06-01 00:00:00,042-361-7775,36.3487,127.3777,삼성외과의원,557,구,대전,042-361-5500,의원,Y,35234
서울시 용산구,"한강대로 259, 고려에이트리움",2023-06-01 00:00:00,02-792-0329,37.5415,126.9724,서울정형외과의원(용산),558,구,서울,02-792-0321,의원,Y,04322
서울시 동대문구,천호대로 455,2023-06-01 00:00:00,02-2215-2649,37.5611,127.0697,한양정형외과의원,559,구,서울,02-2242-7844,의원,Y,02645
경기도 용인시,"기흥구 용구대로 2384, 2층",2023-06-01 00:00:00,031-274-3332,37.2992,127.108,서울플란트치과의원,560,시,경기,031-283-2581,의원,Y,16921
서울시 강남구,"자곡로120, 403~405호",2023-06-01 00:00:00,,37.4721,127.0963,강남드림내과의원,561,구,서울,02-459-9777,의원,Y,06373
서울시 강동구,"고덕로 262, 304~310호, 407~412호",2023-06-01 00:00:00,02-428-0087,37.5547,127.1546,강동본터치정형외과의원,562,구,서울,02-442-0087,의원,Y,05269
서울시 서대문구, 통일로 433,2023-06-01 00:00:00,,37.5876,126.9451,홍제연세참비뇨의학과의원,563,구,서울,02-396-5550,의원,Y,03646
서울시 강북구,"도봉로 187, 2~5층, 지하1층",2023-06-01 00:00:00,02-985-0336,37.6253,127.0262,강북으뜸병원,564,구,서울,1522-1746,병원,Y,01170
서울시 마포구,신촌로 88,2023-06-01 00:00:00,02-332-1323,37.5545,126.9344,연세수정형외과의원,565,구,서울,02-332-1320,의원,Y,04058
서울시 노원구,노해로 507,2023-06-01 00:00:00,02-930-0015,37.6554,127.064,오아로피부과의원,566,구,서울,02-930-1500,의원,Y,01695
울산시 울주군,"온양읍 온양로 105, 3층",2023-07-01 00:00:00,052-237-8830,35.4103,129.2834,이주형내과의원,567,군,울산,052-237-8800,의원,Y,44978
경기도 구리시,검배로 46,2023-07-01 00:00:00,031-546-4116,37.5973,127.144,구리센트럴병원,568,시,경기,031-564-4114,병원,Y,11932
부산시 사하구,"다대로 698, 5층",2023-07-17 00:00:00,070-8650-2275,35.0486,128.9654,다대튼튼치과의원,569,구,부산,051-715-2275,의원,Y,49506
경기도 부천시,"경인로 522, 4층(괴안동, 위드플러스타워)",2023-07-17 00:00:00,032-342-1192,37.4846,126.8133,가톨릭정형외과의원,570,시,경기,032-223-8275,의원,Y,14676
경남 밀양시,삼문중앙로 32(삼문동),2023-08-04 00:00:00,055-354-6112,35.4844,128.7556,밀양윤병원,571,시,경남,055-354-2200,병원,Y,44978
전북 순창군,순창읍 순창로 225-10,2023-08-01 00:00:00,063-653-5886,35.3756,127.143,류재규내과의원,572,군,전북,063-653-5885,의원,Y,56040
경북 구미시, 구미중앙로 111,2023-08-29 00:00:00,054-455-2012,36.1278,128.3345,하나이비인후과의원,573,시,경북,054-455-8924,의원,Y,39225
인천시 남동구,"호구포로 830, 5층",2023-09-01 00:00:00,032-217-1102,37.4563,126.7199,153신경외과의원,574,구,인천,032-217-1100,의원,Y,21542
전남 장흥군,관산읍 관산로 92-6,2023-09-01 00:00:00,,34.5634,126.9387,정의원,575,군,전남,061-867-8576,의원,Y,59347
전북 김제시,동서로 160,2023-09-01 00:00:00,063-547-9275,35.7989,126.8864,하나이비인후과의원,576,시,전북,063-547-8275,의원,Y,54408
경기도 안양시,"동안구 평촌대로 217번길 27, 3~4층",2023-09-01 00:00:00,,37.3903,126.954,평촌연세365내과의원,577,시,경기,031-385-3650,의원,Y,14072
경기도 남양주시,"다산중앙로 82번길 78, 2~3층",2023-09-01 00:00:00,031-566-0918,37.6197,127.1633,다산이엠365의원,578,시,경기,031-566-0911,의원,Y,12249
경기도 구리시,"검배로 42, 3~4층",2023-09-01 00:00:00,031-557-6303,37.5975,127.1436,구리백내과의원,579,시,경기,031-557-6311,의원,Y,11932
강원도 삼척시,"진주로 19, 3층",2023-09-01 00:00:00,,37.4425,129.1638,아산퍼스트마취통증의학과의원,580,시,강원,033-572-7588,의원,Y,25920
경기도 부천시,부천로 91,2023-10-01 00:00:00,032-652-0145,37.49254643,126.7841812,뉴대성병원,581,시,경기,032-610-1111,병원,Y,14577
인천시 부평구,"수변로 8, 파워프라자 2층",2023-10-01 00:00:00,032-507-6224,37.4872,126.7398,박현수정형외과의원,582,구,인천,032-507-6222,의원,Y,21416
경기도 김포시,"양도로 23, 오성프라자 6차 5층",2023-10-01 00:00:00,031-986-2981,37.6067,126.7251,손발척척정형외과의원,583,시,경기,031-986-2980,의원,Y,10113
서울시 강북구,"도봉로 217, 25메디컬빌딩 5-7층",2023-11-01 00:00:00,02-988-1108,37.6281,127.0252,엘앤에스비뇨기과의원,584,구,서울,02-988-1151,의원,Y,01125
서울시 도봉구,"도봉로 684, 모비우스스퀘어 3층",2023-11-01 00:00:00,02-6953-7562,37.6653,127.0438,도봉연세위내과의원,585,구,서울,02-6953-7561,의원,Y,01334
서울시 동대문구,"홍릉로 3, 3층",2023-11-01 00:00:00,02-968-7373,37.5807,127.0448,노태호바오로내과의원,586,구,서울,02-968-7575,의원,Y,02573
서울시 성북구,돌곶이로 25,2023-11-01 00:00:00,02-966-9005,37.6067,127.061,굿데이이비인후과의원,587,구,서울,02-966-9002,의원,Y,02572
서울시 동대문구,왕산로 171,2023-11-01 00:00:00,02-966-0226,37.5794,127.0421,서울베스트안과의원,588,구,서울,02-966-0225,의원,Y,02788
경남 김해시,"내외중앙로 84 서울메디컬센터 8층,9층",2023-11-01 00:00:00,055-327-7584,35.2374,128.8676,서울안과의원,589,시,경남,055-327-7582,의원,Y,50948
경남 창원시,마산회원구 회원동 북성로138 천지리치빌 306호,2023-11-01 00:00:00,,35.2194,128.5711,이동헌비뇨기과의원,590,시,경남,055-248-1097,의원,Y,51289
경남 창녕군,창녕읍 명덕로 66-1,2023-11-01 00:00:00,055-532-1421,35.5425,128.4965,중앙마취통증의학과의원,591,군,경남,055-532-1450,의원,Y,51289
세종시,조치원읍 조치원로 62-1,2023-11-01 00:00:00,044-865-2258,36.6024,127.3035,장현진정형외과의원,592,시,세종,044-863-1150,의원,Y,30026
대전시 유성구,"계룡로 114, BYC빌딩 7층(봉명동)",2023-11-13 00:00:00,042-710-2476,36.3527,127.3431,새봄안과의원,593,구,대전,042-826-2475,의원,Y,34188
전북 군산시,조촌4길 11,2023-12-01 00:00:00,063-450-0708,35.9676,126.7356,군산원광효도요양병원,594,시,전북,063-450-0817,요양병원,Y,54078
전북 군산시,궁포안1길 33,2023-12-01 00:00:00,063-445-1055,35.9762,126.7441,달팽이이비인후과의원,595,시,전북,063-445-1005,의원,Y,54072
울산시 남구,"삼산로 171, 2층, 3층",2023-12-01 00:00:00,052-260-0026,35.5373,129.3259,배양규비뇨의학과의원,596,구,울산,052-260-6000,의원,Y,10930
충북 제천시,의림대로 123. 2층,2023-12-01 00:00:00,043-643-3313,37.1388,128.2106,삼성바른정형외과의원,597,시,충북,043-643-3300,의원,Y,27169
충북 괴산군,괴산읍 읍내로 11길 14,2023-12-01 00:00:00,043-832-0303,36.8098,127.7936,중앙외과의원,598,군,충북,043-832-2448,의원,Y,28030
충북 음성군,대소면 오태로 98,2023-12-01 00:00:00,043-882-7770,36.9675,127.4859,조은내과의원,599,군,충북,043-882-8880,의원,Y,27668
경남 의령군, 의령읍 의병로 14길 10,2023-12-01 00:00:00,055-573-6800,35.3186,128.2588,의령병원,600,군,경남,070-8885-6149,병원,Y,52150
경남 진주시,"동진로 22, 아주스타타워 8,9층",2023-12-01 00:00:00,055-752-8020,35.1786,128.0936,굿앤센신경외과신경과내과의원,601,시,경남,055-752-8090,의원,Y,52726
경남 산청군,신등면 신차로 509,2023-12-01 00:00:00,,35.3775,128.0104,신등하나의원,602,군,경남,055-974-0417,의원,Y,52257
경남 합천군,삼가면 삼가1로 94,2023-12-01 00:00:00,,35.4137,128.1229,현대의원,603,군,경남,055-933-8578,의원,Y,50223
경남 남해군,"화전로 96번가길 4, 3층",2023-12-01 00:00:00,055-863-4012,34.84,127.8951,일등내과의원,604,군,경남,055-863-1012,의원,Y,52420
경남 고성군,고성읍 동외로 157,2023-12-01 00:00:00,055-674-7572,34.9754,128.3257,고성비뇨기과의원,605,군,경남,055-674-7575,의원,Y,52942
충남 공주시,번영2로 18-10(신관동),2023-12-01 00:00:00,041-860-7599,36.4689,127.133,현대요양병원,606,시,충남,041-850-7500,요양병원,Y,32585
부산시 남구,수영로 260 5층 511-512호,2023-12-01 00:00:00,051-622-5475,35.1374,129.0881,박언비뇨의학과의원,607,구,부산,051-622-5474,의원,Y,48497
부산시 사하구,"낙동남로 1412 경부빌딩 7,8층",2023-12-01 00:00:00,051-710-7580,35.106,128.9676,비에스숨이비인후과의원,608,구,부산,051-710-7579,의원,Y,49427
부산시 금정구,구서로17 덕원메디칼 2층,2023-12-01 00:00:00,051-581-3585,35.2466,129.089,한솔내과의원,609,구,부산,051-581-3242,의원,Y,46243
전남 목포시,영산로 246,2023-12-01 00:00:00,061-279-3288,34.8026,126.3934,우리고운피부과의원,610,시,전남,061-279-3355,의원,Y,58707
전남 무안군,일로읍 오룡번영3로 40,2023-12-01 00:00:00,061-283-3902,34.8036,126.4835,위드유이비인후과의원,611,군,전남,061-283-3900,의원,Y,58581
경북 문경시,중앙로 127,2023-12-01 00:00:00,054-504-7753,36.5965,128.2,문경드림비뇨기과의원,612,시,경북,054-504-7752,의원,Y,36971
대구시 달서구,당산로 94,2023-12-01 00:00:00,053-652-5678,35.8458,128.5448,좋은연합정형외과의원,613,구,대구,053-628-2727,의원,Y,42654
경북 김천시,자산로 147,2023-12-01 00:00:00,054-439-2275,36.1209,128.1183,세이치과의원,614,시,경북,054-431-2275,의원,Y,39613
경북 경산시,경안로 206,2023-12-01 00:00:00,053-812-2823,35.826,128.7371,세명치과의원,615,시,경북,053-812-2822,의원,Y,38619
전남 순천시,백강로 375-11,2023-12-01 00:00:00,061-725-3792,34.9665,127.5205,손사랑연합의원,616,시,전남,061-724-0994,의원,Y,57934
전남 고흥군,고흥읍 학교길 40,2023-12-01 00:00:00,061-835-2281,34.6077,127.2913,박혜의원,617,군,전남,061-835-2281,의원,Y,59537
전남 순천시,양율길 306(인월동),2023-12-01 00:00:00,061-729-3301,34.8974,127.4782,메디팜요양병원,618,시,전남,061-729-3306,요양병원,Y,58028
전북 전주시,덕진구 쪽구름로 120,2023-12-01 00:00:00,063-214-7583,35.8742,127.0721,장인수가정의학과의원,619,시,전북,063-214-7582,의원,Y,54807
전북 남원시,용성로 113,2023-12-01 00:00:00,063-633-3399,35.4101,127.3886,중앙안과의원,620,시,전북,063-625-3398,의원,Y,55760
제주도 서귀포시,남원읍 태위로 636,2023-12-01 00:00:00,064-764-4144,33.2778,126.7146,남원의원,621,시,제주,064-764-4156,의원,Y,63621
충북 청주시,"흥덕구 2순환로 1120, 3-5층",2023-12-01 00:00:00,043-238-9205,36.6414,127.4371,청주웰치과의원,622,시,충북,043-238-9201,의원,Y,28363
충남 예산군,"삽교읍 예목로 154, 3층",2023-12-01 00:00:00,041-404-7579,36.6721,126.6854,내포아산의원,623,군,충남,041-404-7582,의원,Y,32416
서울시 금천구,시흥대로 190,2023-12-01 00:00:00,02-806-1175,37.4509,126.9025,마스터연세정형외과의원,624,구,서울,02-807-1175,의원,Y,08630
서울시 동작구,보라매로 113 3층,2023-12-01 00:00:00,02-821-1512,37.4995,126.928,코사랑이비인후과의원,625,구,서울,02-821-1515,의원,Y,07055
서울시 구로구,경인로 387 5층,2023-12-01 00:00:00,02-6342-8001,37.497,126.8632,타임안과의원,626,구,서울,02-6342-8000,의원,Y,08227
경기도 시흥시,공단1대로 237 B동 3~8층,2023-12-01 00:00:00,031-8041-3522,37.3369,126.7283,센트럴요양병원,627,시,경기,031-8041-3799,요양병원,Y,15079
경기도 용인시,기흥구 죽전로 2 4층,2023-12-01 00:00:00,031-265-5376,37.3202,127.109,맨스톤비뇨의학과의원,628,시,경기,031-265-5375,의원,Y,06897
경기도 의정부시,평화로 540 퍼시픽타워 11층,2023-12-01 00:00:00,031-848-3710,37.7401,127.0476,서울아산이비인후과의원,629,시,경기,0507-1405-3710,의원,Y,11695
울산시 동구,방어진순환도로 633 세인트에스타워9층,2023-12-01 00:00:00,052-236-7798,35.4984,129.4277,동울산영상의학과의원,630,구,울산,052-236-7799,의원,Y,44068
울산시 울주군,언양읍 남문길 12,2023-12-01 00:00:00,052-262-6912,35.5643,129.1226,백인정형외과의원,631,군,울산,052-262-6900,의원,Y,44946
부산시 기장군,"읍내로 105, 5층",2023-12-01 00:00:00,051-722-9958,35.2454,129.2159,이광욱내과의원,632,군,부산,051-722-9957,의원,Y,46061
부산시 북구,만덕대로 17,2023-12-01 00:00:00,051-312-6001,35.2108,129.007,덕천치과의원,633,구,부산,051-313-6000,의원,Y,46548
