code,cost,date_time,etc,gubun,h_code,incl_drugs,incl_goods,kind,kind_big,kind_mid,kind_small,max_cost,min_cost,name,pid
AW901811,163100,2018-03-05 16:51:24,,종합검진(고급형추가) 단체협약,3,,,종합검진,행위,기타,,,,종합검진(고급형추가) 단체협약,4601
AW91005F10,2887200,2018-03-05 16:52:03,,VIP 숙박형(1박2일) 종합검진(여자),3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(여자),4602
AW91005F20,2566400,2018-03-05 16:52:39,,VIP 숙박형(1박2일) 종합검진(여자) 직원소개,3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(여자) 직원소개,4603
AW91005F30,2245600,2018-03-05 16:53:09,,VIP 숙박형(1박2일) 종합검진(여자) 단체협약,3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(여자) 단체협약,4604
AW91005F40,1924800,2018-03-05 16:53:44,,VIP 숙박형(1박2일) 종합검진(여자) 직원본인,3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(여자) 직원본인,4605
AW91005M20,2431200,2018-03-05 16:54:22,,VIP 숙박형(1박2일) 종합검진(남자) 직원소개,3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(남자) 직원소개,4606
AW91005M30,2127300,2018-03-05 16:54:53,,VIP 숙박형(1박2일) 종합검진(남자) 단체협약,3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(남자) 단체협약,4607
AW91004F10,1557900,2018-03-05 16:55:40,,심/뇌혈관포함 종합검진(여자),3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(여자),4608
AW91004F20,1384800,2018-03-05 16:56:26,,심/뇌혈관포함 종합검진(여자)　직원소개,3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(여자)　직원소개,4609
AW91004F30,1211700,2018-03-05 16:57:06,,심/뇌혈관포함 종합검진(여자)　단체협약,3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(여자)　단체협약,4610
AW901810,186400,2018-03-05 16:58:38,,종합검진(고급형추가) 직원소개,3,,,종합검진,행위,기타,,,,종합검진(고급형추가) 직원소개,4611
AW901812,139800,2018-03-05 16:59:59,,종합검진(고급형추가) 직원본인,3,,,종합검진,행위,기타,,,,종합검진(고급형추가) 직원본인,4612
AW901801GA,325340,2018-03-05 17:01:04,,종합검진(남자) 일반+수면내시경,3,,,종합검진,행위,기타,,,,종합검진(남자) 일반+수면내시경,4613
AW901805GA,325340,2018-03-05 17:01:56,,종합검진(여자) 일반+수면내시경,3,,,종합검진,행위,기타,,,,종합검진(여자) 일반+수면내시경,4614
AW901804GA,292800,2018-03-05 17:02:40,,종합검진(남자) 직원소개+수면내시경,3,,,종합검진,행위,기타,,,,종합검진(남자) 직원소개+수면내시경,4615
AW91004M10,1539900,2018-03-05 17:03:13,,심/뇌혈관포함 종합검진(남자),3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(남자),4616
AW91004M30,1197700,2018-03-05 17:03:51,,심/뇌혈관포함 종합검진(남자)　단체협약,3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(남자)　단체협약,4617
AW901809,209790,2018-03-05 17:04:30,,종합검진(고급형추가) 일반,3,,,종합검진,행위,기타,,,,종합검진(고급형추가) 일반,4618
AW91004F40,1038600,2018-03-05 17:05:07,,심/뇌혈관포함 종합검진(여자) 직원본인,3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(여자) 직원본인,4619
AW91005M10,2735100,2018-03-05 17:05:40,,VIP 숙박형(1박2일) 종합검진(남자),3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(남자),4620
AW91005M40,1823400,2018-03-05 17:06:24,,VIP 숙박형(1박2일) 종합검진(남자) 직원본인,3,,,종합검진,행위,기타,,,,VIP 숙박형(1박2일) 종합검진(남자) 직원본인,4621
AW91004M20,1368800,2018-03-05 17:07:00,,심/뇌혈관포함 종합검진(남자)　직원소개,3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(남자)　직원소개,4622
AW91004M40,1026600,2018-03-05 17:10:11,,심/뇌혈관포함 종합검진(남자) 직원본인,3,,,종합검진,행위,기타,,,,심/뇌혈관포함 종합검진(남자) 직원본인,4623
AW901802GA,260270,2018-03-05 17:11:10,,종합검진(남자) 단체협약+수면내시경,3,,,종합검진,행위,기타,,,,종합검진(남자) 단체협약+수면내시경,4624
SF90105,100000,2018-03-05 17:12:26,,심장초음파(종합검진용),3,,,종합검진,행위,기타,,,,심장초음파(종합검진용),4625
CZ424,34009,2018-03-09 10:24:52,위탁검사,,2,,,자가면역질환검사,행위,검사료,,,,Anti Yo,4626
BJ4804XU,700000,2018-03-09 11:22:11,,,2,,,경막외강 신경박리술 및 감압 신경성형술용,치료재료,,,,,BIOVISION 1.7 KIT/LUTRONIC,4627
AW400601,40000,2018-03-14 10:42:00,,,2,,,,제증명수수료,,,,,채용신체검사(공무원),4628
DBIVONT,21,2018-03-15 15:31:00,,,5,,,,약제,,,,,타스나정,4629
LWCZ581,355918,2018-03-27 14:50:08,,,3,,,사람유전자 분자병리검사,행위,검사료,,,,사람유전자 분자병리검사-Russell-silver syndrome,4630
HE113,705000,2018-04-03 14:42:26,급여 인정기준 외 실시한 경우 비급여,MRI L-Spine(흉추 동시),3,,,MRI L-Spine(흉추 동시),행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI L-Spine(흉추 동시),4631
SEB441001,61220,2018-04-26 08:15:24,,,3,,,초음파검사료,행위,검사료,초음파 검사료,,,제한적초음파-복부-(일반)간·담낭·담도·비장·췌장,4632
BJ7001CH,90000,2018-05-04 16:45:57,,,3,N,N,혈관중재적시술후지혈용,치료재료,,,,,QUIKCLOT BANDAGE,4633
LZW0046,8364,2018-05-15 10:51:49,,,3,,,위탁검사,행위,검사료,,,,니코틴,4634
LWCZ241,23240,2018-05-17 10:05:43,,,3,,,위탁검사,행위,검사료,,,,당알부민,4635
SZ08001,100000,2018-06-05 08:39:46,,초음파 심장 [소아],3,,,초음파검사료,행위,검사료,초음파 검사료,,,초음파 심장 [소아],4636
SZ09301,50000,2018-06-05 08:41:01,,초음파검사료,3,,,초음파검사료,행위,검사료,초음파 검사료,,,"초음파,근골격계,간단",4637
SZ09302,80000,2018-06-05 08:41:57,,초음파검사료,3,,,초음파검사료,행위,검사료,초음파 검사료,,,"초음파,근골격계,복잡",4638
SZ631,500000,2018-06-05 17:24:17,재료비용별도,,3,,,신경,행위,처치 및 수술료 등,,,,내시경적 경막외강 신경근성형술,4639
FY883,30000,2018-06-05 17:29:18,,,3,,,신경계기능검사,행위,검사료,,,,정량적감각기능검사(전류인지역치),4640
MZ012,100000,2018-06-11 14:45:14,FZ02200,비침습적 무통증 신호요법,3,,,이학요법료,행위,이학요법료(물리치료료),,,,비침습적 무통증 신호요법,4641
BJ4802ZO,1470000,2018-06-11 17:06:32,,,3,N,,내시경적경막외강신경근성형술,치료재료,,,,,비디오가이드카테터,4642
NZ008,60000,2018-06-19 14:07:25,GZ00800,,3,,,정신요법료,행위,정신요법료,,,,바이오피드백,4643
BJ6090VE,615000,2018-07-02 11:31:43,,,3,N,,혈관중재적시술용,치료재료,,,,,GuideLiner,4644
MGDS9,140000,2018-07-19 10:17:13,,,5,,,,약제,,,,,가다실 9 프리필드시린지(한국엠에스디(유)),4645
DMELATONIN,717,2018-07-19 10:20:38,,,5,,,,약제,,,,,서카딘서방정2mg (건일제약(주)),4646
DROWA,390,2018-07-19 10:21:19,,,5,,,,약제,,,,,로와콜연질캅셀((주)한국팜비오),4647
DEFINAIL,506,2018-07-19 10:21:54,,,5,,,,약제,,,,,주블리아외용액 (동아에스티㈜),4648
EZ992,800000,2018-07-19 10:25:07,,내시경 초음파,3,,,내시경 초음파,행위,검사료,,,,내시경 초음파를 이용한 세침 흡인 세포 검사,4649
MZ007,18000,2018-07-30 16:59:33,FZ02100,,3,,,이학요법료,행위,이학요법료(물리치료료),,,,신장분사치료[1일당],4650
642507391,506,2018-07-31 09:30:25,,,3,,,외용 항진균제,약제,,,,,주블리아외용액,4651
646802660,721,2018-07-31 09:31:51,,,3,,,수면진정제 및 신경안정제,약제,,,,,서카딘서방정,4652
644206290,442,2018-07-31 09:33:22,,,3,,,소화제,약제,,,,,크레온캡슐250000,4653
MCOMLIPO01,70000,,영양제 ,,,,,,약제,,,,,콤비플레스리피드페리주 1440ml,4654
RHMI10103,302150,2018-11-16 13:24:38,급여 인정기준 외 실시한 경우 비급여,,,N,,"뇌[뇌, 해마]",행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,"MRI BRAIN(촬영료, 판독료)",4655
HI135,404380,2018-11-21 10:35:54,급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합,,2,,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌혈관-일반,4656
HI13501,428330,2018-11-21 10:36:25,급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합,,2,,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌혈관-일반,4657
HI235,537600,2018-11-21 10:36:53,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합,,2,N,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌혈관-조영제 주입 전/후 촬영판독,4658
HI23501,569500,2018-11-21 10:37:21,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합,,2,N,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌혈관-조영제 주입 전/후 촬영판독,4659
HI136,404380,2018-11-21 10:37:42,급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합,,2,,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,경부혈관-일반,4660
HI13601,428330,2018-11-21 10:38:08,급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합,,2,,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,경부혈관-일반,4661
HI236,537600,2018-11-21 10:38:28,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합,,2,N,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,경부혈관-조영제 주입 전/후 촬영판독,4662
HI23601,569500,2018-11-21 10:38:51,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합,,2,N,,혈관,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,경부혈관-조영제 주입 전/후 촬영판독,4663
HI101,370410,2018-11-21 10:39:32,급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합,,2,,,뇌,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-일반,4664
HI10101,392330,2018-11-21 10:39:55,급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합,,2,,,뇌,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-일반,4665
HI201,492460,2018-11-21 10:40:14,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라1.5-3.0미만+품질관리적합,,2,N,,뇌,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-조영제 주입 전/후 촬영판독,4666
HI20101,521670,2018-11-21 10:40:35,조영제 별도산정/급여 인정기준 외 실시한 경우 비급여/테슬라3.0이상+품질관리적합,,2,N,,뇌,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,뇌-조영제 주입 전/후 촬영판독,4667
BB3200DI,,2018-11-22 16:21:57,,Zipline Surgical Skin Closure (8cm)　(16cm),3,,,피부봉합용 봉합기,치료재료,,,185000,152000,Zipline Surgical Skin Closure (전규격),4668
EZ774,80000,2018-12-04 16:05:05,,,3,,Y,"외피,근골기능검사",행위,이학요법료(물리치료료),,,,동작분석(생역학검사),4669
BK001001,2200,2018-12-07 17:23:39,,,5,,,인공신장실,치료재료,,,,,BCM Electrode,4670
655501930,200000,2018-12-18 17:59:31,,,3,Y,,예방접종-자궁경부예방접종(9가),약제,,,,,가다실9 프리필드시린지(인유두종바이러스9가백신),4671
SZ05310,15000,2018-12-26 14:26:38,신의료363,,3,,N,기능검사(기타),행위,검사료,,,,다주파수 바이오임피던스 분석법을 이용한 체수분 상태 측정,4672
BJ4803GZ,638624,2019-01-10 15:21:34,,,2,,,경막외강 신경박리술용,치료재료,,,,,EPISOL,4673
BK7111DQ,,2019-01-10 15:31:24,,,2,,,자착성 탄력붕대,치료재료,,,25500,12000,Pehahaft Latex Free,4674
642203580,90,2019-01-10 15:32:46,,,2,,,,약제,,,,,익스트린엠캡슐(부광약품),4675
658900250,3330,2019-01-10 15:33:50,,,2,,,,약제,,,,,진크피현탁액,4676
650001800,40000,2019-01-10 15:34:28,,,2,,,,약제,,,,,하브릭스주0.5ml-A형간염백신(소아용)-예방접종,4677
650001940,70000,2019-01-10 15:34:41,,,2,,,,약제,,,,,하브릭스주 1ml-A형간염백신(예방접종),4678
643603630,25000,2019-01-10 15:36:02,,,2,,,,약제,,,,,지시플루프리필드실린지(3가)-예방접종,4679
642507441,40000,2019-01-10 15:36:16,,,2,,,,약제,,,,,백시플루(4가)(소아용)-예방접종,4680
642507441,30000,2019-01-10 15:36:31,,,2,,,,약제,,,,,백시플루(4가)(성인용)-예방접종,4681
622900010,4776750,2019-01-17 16:04:05,,,3,,,줄기세포,약제,,,,,카티스템,4682
DBST,27,2019-01-22 09:28:42,,,5,,,,약제,,,,,베스타제당의정 (동아제약),4683
652101560,1005,2019-01-24 11:54:50,,,4,,,약제,약제,,,,,프록토세딜연고(한독),4684
,122430,2019-01-24 15:15:38,본인희망으로 시행한경우 건강검진으로 비급여,,3,,,초음파검사료,행위,검사료,초음파 검사료,,,(건강검진 목적 비급여) 진단초음파-복부-(일반)간·담낭·담도·비장·췌장,4685
RMHF101,228050,2019-01-24 15:58:17,,MRI Diffusion/단독촬영,3,,,특수검사,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,확산,4686
LZW0051,73622,2019-01-24 17:47:07,,,3,,,감염증혈청검사,행위,검사료,,,,Entamoeba histolytica IgG,4687
FB030020,29940,2019-01-24 18:09:39,,신경인지기능검사,3,,,신경기능검사,행위,검사료,,,,신경인지기능검사 개별검사 유형3(보스톤사물이름대기검사-60문항),4688
BB3001BP,45000,2019-01-26 13:24:49,,,5,,,수술실,치료재료,,,,,HISTOACRYL,4689
FB040010,51330,2019-02-18 09:35:35,,,2,,,신경계기능검사,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅳ-서울언어학습검사,4690
FZ733,31010,2019-02-18 09:36:46,,비디오전기 안진검사 (진동),2,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,4691
FZ733,50000,2019-02-18 09:37:19,,비디오전기 안진 진정안검사,2,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,4692
EB45301,99840,2019-02-18 09:37:57,,,2,,,초음파 검사료,행위,검사료,초음파 검사료,,,음경 Penis 도플러,4693
EB45501,51940,2019-02-18 09:38:34,,,2,,,초음파 검사료,행위,검사료,초음파 검사료,,,여성생식기 초음파 -제한적,4694
EB490,85970,2019-02-18 09:39:02,,,2,,,초음파 검사료,행위,검사료,초음파 검사료,,,진단초음파-혈관-대동맥 도플러,4695
SZ641,300000,2019-02-18 09:42:29,치료재료 별도산정,,2,N,N,신경,행위,처치 및 수술료 등,,,,경피적 풍선확장 경막외강 신경성형,4696
SFB030,29940,2019-02-19 15:48:07,,,5,N,N,신경인지기능검사료,행위,검사료,,,,신경인지기능검사-개별검사-유형Ⅲ-레이복합도형검사,4697
4011500109,520000,2019-02-21 11:33:08,BJ4801CD,,4,,,경막외강 신경박리술 및 감압 신경성형술용,치료재료,,,,,Neurotherm epidural　catheter,4698
SZ04000A,50000,2019-02-21 12:08:35,EZ797,,4,,,시기능검사,행위,검사료,,,,눈의계측검사(레이저간섭계이용),4699
JP0120G,460000,2019-02-21 13:06:09,"금함량72%(행위- 24 만원, 재료- 22만원 )",,4,,,치과보철료,행위,치과의 보철료,,,,골드크라운(금니),4700
JP0121G,420000,2019-02-21 13:13:39,"금함량55%(행위-22만원,재료20만원)",,4,,,치과보철,행위,치과의 보철료,,,,골드크라운(금니),4701
JP0120M,220000,2019-02-21 15:45:08,,,4,,,치과보철료,행위,치과의 보철료,,,,"Crown, Gold - Pt,Mat(재료)",4702
JP0120T,240000,2019-02-21 15:47:35,,,4,,,치과보철료,행위,치과의 보철료,,,,"Crown, Gold - Pt,Tre(행위)",4703
JP0074G,800000,2019-02-21 15:58:31,,,4,,,치과보철료,행위,치과의 보철료,,,,"Implant crown, PFG,G",4704
JP0073G,620000,2019-02-21 16:00:50,,,4,,,치과보철료,행위,치과의 보철료,,,,"Implant crown, Super-gold,G",4705
JP0072G,660000,2019-02-21 16:02:48,,,4,,,치고보철료,행위,치과의 보철료,,,,"Implant crown, Pt-gold,G",4706
JP0088G,1000000,2019-02-23 11:06:55,JP0088M(재료32만원)/JP0088T(행위68만원),,4,,,치과보철료,행위,치과의 보철료,,,,"Implant,국산,G",4707
,0,,원외처방,,3,,,,약제,,,,,스타로랄300 설하액(집먼지진드기) - 초기용,4708
,0,,원외처방,,3,,,,약제,,,,,스타로랄300 설하액(집먼지진드기) - 유지용,4709
,0,,원외처방,,3,,,,약제,,,,,스타로랄 설하액(화분) - 초기용,4710
,0,,원외처방,,3,,,,약제,,,,,스타로랄 설하액(화분) - 유지용,4711
641104750,0,,원외처방,,3,,,,약제,,,,,야즈정(바이엘),4712
642507050,0,,원외처방,,3,,,,약제,,,,,자이데나정75mg(유데나필)(동아에스티),4713
644704380,30000,,,,3,Y,,예방접종-인플루엔자,약제,,,,,스카이셀플루4가 프리필드시린지-세포배양,4714
661700270,0,,원외처방,,3,,,뇌하수체호르몬제,약제,,,,,싸이젠주8mg(24IU)-한국머크,4715
661700650,0,,원외처방,,3,,,뇌하수체호르몬제,약제,,,,,싸이젠리퀴드카트리지주 6mg,4716
642507441,30000,,,,3,Y,,예방접종-인플루엔자(성인),약제,,,,,백시플루4가주사-성인(인플루엔자분할백신),4717
670500350,25000,,,,3,Y,,예방접종-인플루엔자,약제,,,,,플루백신V주 0.25ml(6~36개월 미만)-3가,4718
670500330,25000,,,,3,Y,,예방접종-인플루엔자,약제,,,,,플루백신V주 0.5ml(만3세이상)-3가,4719
JM0017T,30000,2019-03-05 15:20:17,"단순,복잡으로 구분-초시행시 복잡,재시행시 단순으로산정","plaque control, complex",3,,,치아질환처치,행위,처치 및 수술료 등,,,,"치태조절 및 예방술식, 복잡",4720
FZ733,31010,2019-03-06 10:19:50,,진동 (진동유발 안진검사 vibration induced nystagmus),5,,,평형 및 청각기능검사,행위,검사료,,,,비디오전기안진검사,4721
FZ01302,30000,2019-03-06 10:25:13,,척추부위,5,,,이학요법료,행위,이학요법료(물리치료료),,,,증식치료,4722
FZ01301,20000,2019-03-06 10:27:37,,사지관절부위,5,,,이학요법료,행위,이학요법료(물리치료료),,,,증식치료,4723
FZ00400,40000,2019-03-06 10:32:17,,1일당,5,,,이학요법료,행위,이학요법료(물리치료료),,,,도수치료,4724
AW400602,30000,2019-03-06 10:47:58,,일반 채용신체검사서,5,,,제증명수수료,제증명수수료,,,,,채용신체검사서/일반,4725
HZRM00200,50000,2019-03-06 10:49:31,,근골격계질환,5,,,처치 및 수술료(근골),행위,처치 및 수술료 등,,,,체외충격파치료,4726
SZ084,,2019-03-20 12:04:45,"1부위100%,2부위50%,최대 200%까지만산정가능",,3,Y,Y,근골,행위,처치 및 수술료 등,,100000,50000,체외충격파치료(근골격계질환),4727
HZURO1601,30000,2019-03-20 16:48:16,MX033,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,"체외골반 자기장 치료(발기능,사정력강화,전림선동통)",4728
HZUR01602,20000,2019-03-20 16:57:41,MX033,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,체외골반자기장치료(배뇨통및골반통증),4729
HZUR01603,30000,2019-03-20 17:01:05,MX033,,4,,,물리치료료,행위,이학요법료(물리치료료),,,,체외골반자기장치료 [요실금] [1일당],4730
5420100024,1090400,2019-03-26 13:49:54,BJ4504BM,,4,,,심혈관재료,치료재료,,,,,OPTICROSS 18 PERIPHERAL IMAGING CATHETER,4731
643802602,18049,2019-03-26 13:52:28,,,4,,,약제,약제,,,,,아치온현탁액,4732
AQB00102,100,2019-03-27 15:41:43,매당,,4,,,제증명수수료,제증명수수료,,,,,진료기록사본(6매 이상)(1매당 금액),4733
4011400085,55000,2019-04-04 15:29:51,BB3001BP,,4,,,수술실(상처부위 봉합),치료재료,,,,,HISTOACRYL 1050060(AESCULAP AG& CO.KG),4734
LZ1400,12000,2019-04-10 15:24:29,19.4.15부터 자체검사시행,,3,,,검체검사(기타),행위,검사료,,,,당알부민,4735
LZW0052,268158,2019-04-10 15:43:44,저신장관련유전자검사,,3,,,위탁검사,행위,검사료,,,,SHOX gene mutation,4736
DPREPAO,3638,2019-04-23 10:54:35,,DPREPAO,5,,,,약제,,,,,푸레파인연고,4737
BJ4321DU,1639000,2019-04-23 11:46:24,,,5,,,수술실,치료재료,,,,,VenaSeal Closure System (베나실 클로저 시스템),4738
LZW0053,81260,2019-04-29 15:25:41,검사방법변경,,3,,,위탁검사,행위,검사료,,,,Wilsion disease선별검사,4739
BJ4803GZ,638624,2019-05-16 16:40:11,,,3,N,,경막외강 신경박리술용,치료재료,,,,,EPISOL,4740
FZ02300,150000,2019-05-17 17:25:18,,,3,N,,이학요법료,행위,이학요법료(물리치료료),,,,보툴리눔 독소 주사요법,4741
SZ11200,30000,2019-05-20 09:40:59,19.5.17 30000원으로 수가 상향 조정(기존10000원),,3,,,신경계기능검사,행위,검사료,,,,자율신경계이상검사(심박변이도검사),4742
BK7101EA,1435,2019-05-20 10:08:04,,,5,,,자착성(탄력)붕대,치료재료,,,,,Coban plaster 1인치,4743
BZ001006,5153,2019-05-20 10:18:09,,,5,,,"병원비품 류(체온계, 변기, 시트등)",치료재료,,,,,Cool hot bag,4744
BZ101003,1940,2019-05-20 10:21:15,,,5,,,보조기류(ARM SLING 등),치료재료,,,,,Cast Shoes(대),4745
BZ101007,1102,2019-05-20 10:22:31,,,5,,,보조기류(ARM SLING 등),치료재료,,,,,Tomas colar (대),4746
BZ101007,1130,2019-05-20 10:23:01,,,5,,,보조기류(ARM SLING 등),치료재료,,,,,Thomas colar (중),4747
BZ101007,2572,2019-05-20 10:23:40,,,5,,,보조기류(ARM SLING 등),치료재료,,,,,Tomas colar (소),4748
BZ101009,3000,2019-05-20 10:25:25,,,5,,,보조기류(ARM SLING 등),치료재료,,,,,벨포밴드 M(Velpeau Brace),4749
3011200032,7628,2019-05-20 10:27:18,,,5,,,보조기류(ARM SLING 등),치료재료,,,,,Crutch (소),4750
4110500011,28598,2019-05-20 10:30:52,,,5,,,치과용재료류(골이식재),치료재료,,,,,The Graft 0.25g,4751
4110500015,89559,2019-05-20 11:39:54,,,5,,,치과용재료류(조직유도재생막),치료재료,,,,,mega-derm (전규격),4752
"A2Z00201,A2Z0010202",150360,2019-07-01 08:42:15,,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-내소정 입원료,4753
A2Z00102A2Z0010105~6,278840,2019-07-01 08:42:52,,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-간호간병 내소정,4754
A2Z00201A2Z0010203~4,263280,2019-07-01 08:43:36,,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-간호간병 일반과,4755
"A2Z00201,A2Z0010201",136110,2019-07-01 08:44:02,,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-일반과 입원료,4756
A2Z00102,70000,2019-07-01 08:47:26,호스피스,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-기존 병실차액,4757
RMHI20303,613855,2019-07-01 14:28:54,"조영제포함(47,275원)",,3,Y,,두경부MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안면 Face 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],4758
RMHI10303,426300,2019-07-01 14:31:44,,,3,N,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안면 Face 촬영료 [테슬라3.0이상+품질관리적합],4759
RMHI20403,613855,2019-07-01 14:39:32,"조영제포함(47,275원)",,3,Y,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 부비동 PNS 조영제 주입 전후 촬영료 [테슬라3.0이상+품질관리적합],4760
RMHI10403,426300,2019-07-01 14:40:53,,,3,N,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 부비동 PNS　촬영료 [테슬라3.0이상+품질관리적합],4761
RMHI20503,613855,2019-07-01 14:42:59,"조영제포함(47,275원)",,3,Y,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안와 Orbit 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],4762
RMHI10503,426300,2019-07-01 14:44:32,,,3,N,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 안와 Orbit 일반 촬영료[테슬라3.0이상+품질관리적합],4763
RMHI20603,613855,2019-07-01 14:46:46,"조영제포함(47,275원)",,3,Y,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 측두골 Temporal Bone 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],4764
RMHI10603,426300,2019-07-01 14:47:41,,,3,N,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 측두골 Temporal Bone 일반 촬영료[테슬라3.0이상+품질관리적합],4765
RMHI20703,613855,2019-07-01 14:48:36,"조영제포함(47,275원)",,3,Y,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 측두하악관절 TM-Joint 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],4766
RMHI10703,426300,2019-07-01 14:49:17,,,3,,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 측두하악관절 TM-Joint 일반 촬영료[테슬라3.0이상+품질관리적합],4767
RMHI20803,613855,2019-07-01 14:53:18,"조영제포함(47,275원)",,3,N,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 경부 Neck 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],4768
RMHI10803,426300,2019-07-01 14:54:43,,,3,N,,두경부 MRI,행위,영상진단 및 방사선 치료료,자기공명영상진단료(MRI),,,MRI 경부 Neck 일반 촬영료[테슬라3.0이상+품질관리적합],4769
A2Z0010207,86630,2019-07-03 18:10:50,,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-기본외박관리료(병원관리료),4770
A2Z0010108,99160,2019-07-03 18:11:36,,,4,,,상급병실료,행위,기본진료료,,,,입원료(1인실:병실차액)-간호간병/기본외박관리료(병원관리료),4771
A2Z0010201,150360,2019-07-12 16:03:21,,,3,N,N,1인실 입원료(병실차액),행위,기본진료료,,150360,136110,1인실 입원료(병실차액),4772
A2Z0010203,207230,2019-07-12 16:11:41,,간호간병입원료(일반과),3,N,N,1인실 입원료(병실차액),행위,기본진료료,,,,1인실 입원료(병실차액)-간호간병(일반과),4773
